"District Name","School Name",Content,Grade,"Participation Rate","Percent Did Not Yet Meet Expectations",2022,2019,"Change 2019 to 2022"
"Telluride R-1","Telluride Middle School","English Language Arts","All Grades",97.4,4.0,70.7,69.4,"   1.3"
"Telluride R-1","Telluride Middle School","English Language Arts",07,97.2,"*",71.0,75.0,"  -4.0"
"Telluride R-1","Telluride Middle School","English Language Arts",08,97.6,"*",70.4,62.1,"   8.3"
"Telluride R-1","Telluride Middle School",Mathematics,"All Grades",98.1,7.9,49.7,46.3,"   3.4"
"Telluride R-1","Telluride Middle School",Mathematics,07,98.6,"*",45.7,43.6,"   2.1"
"Telluride R-1","Telluride Middle School",Mathematics,08,97.6,"*",53.1,50.0,"   3.1"
"Norwood R-2J","Norwood Public Schools","English Language Arts","All Grades",95.7,5.7,42.0,54.1," -12.1"
"Norwood R-2J","Norwood Public Schools","English Language Arts",03,93.8,"*","*","*","*"
"Norwood R-2J","Norwood Public Schools","English Language Arts",04,84.6,"*","*",66.7,"*"
"Norwood R-2J","Norwood Public Schools","English Language Arts",05,100.0,"*","*","*","*"
"Norwood R-2J","Norwood Public Schools","English Language Arts",06,88.9,"*","*","*","*"
"Norwood R-2J","Norwood Public Schools","English Language Arts",07,100.0,"*",36.4,"*","*"
"Norwood R-2J","Norwood Public Schools","English Language Arts",08,100.0,"*",58.8,"*","*"
"Norwood R-2J","Norwood Public Schools",Mathematics,"All Grades",95.7,11.4,34.1,27.0,"   7.1"
"Norwood R-2J","Norwood Public Schools",Mathematics,03,93.8,"*","*","*","*"
"Norwood R-2J","Norwood Public Schools",Mathematics,04,84.6,"*","*",14.3,"*"
"Norwood R-2J","Norwood Public Schools",Mathematics,05,100.0,"*","*","*","*"
"Norwood R-2J","Norwood Public Schools",Mathematics,06,88.9,"*","*","*","*"
"Norwood R-2J","Norwood Public Schools",Mathematics,07,100.0,"*",22.7,"*","*"
"Norwood R-2J","Norwood Public Schools",Mathematics,08,100.0,"*",35.3,"*","*"
"Julesburg Re-1","Destinations Career Academy of Colorado","English Language Arts","All Grades",33.5,"*",36.4,N/A,N/A
"Julesburg Re-1","Destinations Career Academy of Colorado","English Language Arts",06,42.9,"*","*",N/A,"*"
"Julesburg Re-1","Destinations Career Academy of Colorado","English Language Arts",07,23.8,"*","*",N/A,"*"
"Julesburg Re-1","Destinations Career Academy of Colorado","English Language Arts",08,36.4,11.1,41.7,N/A,N/A
"Julesburg Re-1","Destinations Career Academy of Colorado",Mathematics,"All Grades",33.0,30.8,"*",N/A,"*"
"Julesburg Re-1","Destinations Career Academy of Colorado",Mathematics,06,40.0,"*","*",N/A,"*"
"Julesburg Re-1","Destinations Career Academy of Colorado",Mathematics,07,23.8,"*","*",N/A,"*"
"Julesburg Re-1","Destinations Career Academy of Colorado",Mathematics,08,36.4,36.1,"*",N/A,"*"
"Julesburg Re-1","Julesburg Elementary School","English Language Arts","All Grades",19.4,"*","*","*","*"
"Julesburg Re-1","Julesburg Elementary School","English Language Arts",03,15.8,"*","*","*","*"
"Julesburg Re-1","Julesburg Elementary School","English Language Arts",04,42.1,"*","*","*","*"
"Julesburg Re-1","Julesburg Elementary School","English Language Arts",05,8.3,"*","*","*","*"
"Julesburg Re-1","Julesburg Elementary School","English Language Arts",06,0.0,"*","*","*","*"
"Julesburg Re-1","Julesburg Elementary School",Mathematics,"All Grades",19.4,"*","*","*","*"
"Julesburg Re-1","Julesburg Elementary School",Mathematics,03,15.8,"*","*","*","*"
"Julesburg Re-1","Julesburg Elementary School",Mathematics,04,42.1,"*","*","*","*"
"Julesburg Re-1","Julesburg Elementary School",Mathematics,05,8.3,"*","*","*","*"
"Julesburg Re-1","Julesburg Elementary School",Mathematics,06,0.0,"*","*","*","*"
"Julesburg Re-1","Julesburg High School","English Language Arts","All Grades",9.4,"*","*","*","*"
"Julesburg Re-1","Julesburg High School","English Language Arts",07,15.8,"*","*","*","*"
"Julesburg Re-1","Julesburg High School","English Language Arts",08,0.0,"*","*","*","*"
"Julesburg Re-1","Julesburg High School",Mathematics,"All Grades",9.4,"*","*","*","*"
"Julesburg Re-1","Julesburg High School",Mathematics,07,15.8,"*","*","*","*"
"Julesburg Re-1","Julesburg High School",Mathematics,08,0.0,"*","*","*","*"
"Revere School District","Revere Elementary","English Language Arts","All Grades",0.0,"*","*","*","*"
"Revere School District","Revere Elementary","English Language Arts",03,0.0,"*","*","*","*"
"Revere School District","Revere Elementary","English Language Arts",04,0.0,"*","*","*","*"
"Revere School District","Revere Elementary","English Language Arts",05,0.0,"*","*","*","*"
"Revere School District","Revere Elementary","English Language Arts",06,0.0,"*","*","*","*"
"Revere School District","Revere Elementary",Mathematics,"All Grades",0.0,"*","*","*","*"
"Revere School District","Revere Elementary",Mathematics,03,0.0,"*","*","*","*"
"Revere School District","Revere Elementary",Mathematics,04,0.0,"*","*","*","*"
"Revere School District","Revere Elementary",Mathematics,05,0.0,"*","*","*","*"
"Revere School District","Revere Elementary",Mathematics,06,0.0,"*","*","*","*"
"Revere School District","Revere Junior-Senior High School","English Language Arts","All Grades",0.0,"*","*","*","*"
"Revere School District","Revere Junior-Senior High School","English Language Arts",07,0.0,"*","*","*","*"
"Revere School District","Revere Junior-Senior High School","English Language Arts",08,0.0,"*","*","*","*"
"Revere School District","Revere Junior-Senior High School",Mathematics,"All Grades",0.0,"*","*","*","*"
"Revere School District","Revere Junior-Senior High School",Mathematics,07,0.0,"*","*","*","*"
"Revere School District","Revere Junior-Senior High School",Mathematics,08,0.0,"*","*","*","*"
"Summit RE-1","Dillon Valley Elementary School","English Language Arts","All Grades",96.0,18.6,44.8,41.4,"   3.4"
"Summit RE-1","Dillon Valley Elementary School","English Language Arts",03,93.6,11.4,59.1,33.9,"  25.2"
"Summit RE-1","Dillon Valley Elementary School","English Language Arts",04,100.0,22.2,35.6,48.3," -12.7"
"Summit RE-1","Dillon Valley Elementary School","English Language Arts",05,94.9,21.4,41.1,41.7,"  -0.6"
"Summit RE-1","Dillon Valley Elementary School",Mathematics,"All Grades",98.9,20.0,29.7,22.8,"   6.9"
"Summit RE-1","Dillon Valley Elementary School",Mathematics,03,96.8,14.8,41.0,26.4,"  14.6"
"Summit RE-1","Dillon Valley Elementary School",Mathematics,04,100.0,22.7,19.7,16.4,"   3.3"
"Summit RE-1","Dillon Valley Elementary School",Mathematics,05,100.0,22.4,29.3,26.0,"   3.3"
"Summit RE-1","Breckenridge Elementary School","English Language Arts","All Grades",97.9,10.9,60.9,62.9,"  -2.0"
"Summit RE-1","Breckenridge Elementary School","English Language Arts",03,96.4,"*",70.4,58.1,"  12.3"
"Summit RE-1","Breckenridge Elementary School","English Language Arts",04,100.0,12.9,41.9,69.8," -27.9"
"Summit RE-1","Breckenridge Elementary School","English Language Arts",05,97.1,"*",70.6,59.5,"  11.1"
"Summit RE-1","Breckenridge Elementary School",Mathematics,"All Grades",97.9,9.8,53.3,45.3,"   8.0"
"Summit RE-1","Breckenridge Elementary School",Mathematics,03,96.4,"*",66.7,58.1,"   8.6"
"Summit RE-1","Breckenridge Elementary School",Mathematics,04,100.0,"*",41.9,40.9,"   1.0"
"Summit RE-1","Breckenridge Elementary School",Mathematics,05,97.1,11.8,52.9,40.5,"  12.4"
"Summit RE-1","Frisco Elementary School","English Language Arts","All Grades",93.8,15.6,45.9,59.3," -13.4"
"Summit RE-1","Frisco Elementary School","English Language Arts",03,95.9,29.8,27.7,42.9," -15.2"
"Summit RE-1","Frisco Elementary School","English Language Arts",04,92.3,"*",50.0,65.9," -15.9"
"Summit RE-1","Frisco Elementary School","English Language Arts",05,92.9,"*",64.1,66.7,"  -2.6"
"Summit RE-1","Frisco Elementary School",Mathematics,"All Grades",93.8,13.9,30.3,44.2," -13.9"
"Summit RE-1","Frisco Elementary School",Mathematics,03,98.0,14.6,25.0,43.2," -18.2"
"Summit RE-1","Frisco Elementary School",Mathematics,04,89.7,"*",28.6,40.0," -11.4"
"Summit RE-1","Frisco Elementary School",Mathematics,05,92.9,"*",38.5,50.0," -11.5"
"Summit RE-1","Snowy Peaks Junior/Senior High School","English Language Arts","All Grades",90.0,14.8,33.3,12.5,"  20.8"
"Summit RE-1","Snowy Peaks Junior/Senior High School","English Language Arts",07,92.3,"*","*","*","*"
"Summit RE-1","Snowy Peaks Junior/Senior High School","English Language Arts",08,88.2,"*","*","*","*"
"Summit RE-1","Snowy Peaks Junior/Senior High School",Mathematics,"All Grades",90.0,29.6,18.5,12.5,"   6.0"
"Summit RE-1","Snowy Peaks Junior/Senior High School",Mathematics,07,84.6,"*","*","*","*"
"Summit RE-1","Snowy Peaks Junior/Senior High School",Mathematics,08,94.1,"*","*","*","*"
"Summit RE-1","Silverthorne Elementary School","English Language Arts","All Grades",100.0,27.9,24.3,18.7,"   5.6"
"Summit RE-1","Silverthorne Elementary School","English Language Arts",03,100.0,42.5,25.0,20.5,"   4.5"
"Summit RE-1","Silverthorne Elementary School","English Language Arts",04,100.0,28.3,23.9,13.9,"  10.0"
"Summit RE-1","Silverthorne Elementary School","English Language Arts",05,100.0,16.0,24.0,20.8,"   3.2"
"Summit RE-1","Silverthorne Elementary School",Mathematics,"All Grades",99.3,32.4,17.3,14.8,"   2.5"
"Summit RE-1","Silverthorne Elementary School",Mathematics,03,97.6,39.0,19.5,22.0,"  -2.5"
"Summit RE-1","Silverthorne Elementary School",Mathematics,04,100.0,28.6,12.2,10.5,"   1.7"
"Summit RE-1","Silverthorne Elementary School",Mathematics,05,100.0,30.6,20.4,12.2,"   8.2"
"Summit RE-1","Summit Middle School","English Language Arts","All Grades",94.3,15.3,39.8,52.0," -12.2"
"Summit RE-1","Summit Middle School","English Language Arts",06,95.2,10.5,37.9,47.5,"  -9.6"
"Summit RE-1","Summit Middle School","English Language Arts",07,95.4,"*","*","*","*"
"Summit RE-1","Summit Middle School","English Language Arts",08,92.6,"*","*","*","*"
"Summit RE-1","Summit Middle School",Mathematics,"All Grades",95.4,16.5,24.6,34.4,"  -9.8"
"Summit RE-1","Summit Middle School",Mathematics,06,97.0,19.5,21.1,28.0,"  -6.9"
"Summit RE-1","Summit Middle School",Mathematics,07,97.3,"*","*","*","*"
"Summit RE-1","Summit Middle School",Mathematics,08,92.2,"*","*","*","*"
"Summit RE-1","Summit Cove Elementary School","English Language Arts","All Grades",98.2,14.7,47.7,57.0,"  -9.3"
"Summit RE-1","Summit Cove Elementary School","English Language Arts",03,100.0,"*",38.5,43.8,"  -5.3"
"Summit RE-1","Summit Cove Elementary School","English Language Arts",04,97.7,14.3,50.0,67.5," -17.5"
"Summit RE-1","Summit Cove Elementary School","English Language Arts",05,97.6,"*",51.2,60.7,"  -9.5"
"Summit RE-1","Summit Cove Elementary School",Mathematics,"All Grades",97.3,12.0,40.7,34.9,"   5.8"
"Summit RE-1","Summit Cove Elementary School",Mathematics,03,100.0,"*",38.5,45.8,"  -7.3"
"Summit RE-1","Summit Cove Elementary School",Mathematics,04,97.7,14.3,38.1,30.0,"   8.1"
"Summit RE-1","Summit Cove Elementary School",Mathematics,05,95.2,"*",45.0,29.5,"  15.5"
"Summit RE-1","Upper Blue Elementary School","English Language Arts","All Grades",92.0,15.4,40.4,46.7,"  -6.3"
"Summit RE-1","Upper Blue Elementary School","English Language Arts",03,94.7,"*",38.9,37.8,"   1.1"
"Summit RE-1","Upper Blue Elementary School","English Language Arts",04,94.9,13.5,32.4,57.1," -24.7"
"Summit RE-1","Upper Blue Elementary School","English Language Arts",05,86.1,"*",51.6,43.1,"   8.5"
"Summit RE-1","Upper Blue Elementary School",Mathematics,"All Grades",93.8,15.2,23.8,29.6,"  -5.8"
"Summit RE-1","Upper Blue Elementary School",Mathematics,03,97.3,"*",36.1,25.0,"  11.1"
"Summit RE-1","Upper Blue Elementary School",Mathematics,04,94.9,13.5,18.9,39.6," -20.7"
"Summit RE-1","Upper Blue Elementary School",Mathematics,05,88.9,"*",15.6,23.5,"  -7.9"
"Cripple Creek-Victor RE-1","Cripple Creek-Victor Junior-Senior High School","English Language Arts","All Grades",88.1,25.7,20.3,26.4,"  -6.1"
"Cripple Creek-Victor RE-1","Cripple Creek-Victor Junior-Senior High School","English Language Arts",06,90.0,22.2,22.2,24.2,"  -2.0"
"Cripple Creek-Victor RE-1","Cripple Creek-Victor Junior-Senior High School","English Language Arts",07,89.3,20.0,20.0,32.3," -12.3"
"Cripple Creek-Victor RE-1","Cripple Creek-Victor Junior-Senior High School","English Language Arts",08,84.6,36.4,18.2,22.2,"  -4.0"
"Cripple Creek-Victor RE-1","Cripple Creek-Victor Junior-Senior High School",Mathematics,"All Grades",88.1,41.9,6.8,5.5,"   1.3"
"Cripple Creek-Victor RE-1","Cripple Creek-Victor Junior-Senior High School",Mathematics,06,90.0,37.0,"*","*","*"
"Cripple Creek-Victor RE-1","Cripple Creek-Victor Junior-Senior High School",Mathematics,07,89.3,36.0,"*","*","*"
"Cripple Creek-Victor RE-1","Cripple Creek-Victor Junior-Senior High School",Mathematics,08,84.6,54.5,"*","*","*"
"Cripple Creek-Victor RE-1","Cresson Elementary School","English Language Arts","All Grades",100.0,23.8,25.4,29.3,"  -3.9"
"Cripple Creek-Victor RE-1","Cresson Elementary School","English Language Arts",03,100.0,36.0,16.0,35.3," -19.3"
"Cripple Creek-Victor RE-1","Cresson Elementary School","English Language Arts",04,100.0,"*",25.0,25.7,"  -0.7"
"Cripple Creek-Victor RE-1","Cresson Elementary School","English Language Arts",05,100.0,"*",36.4,30.4,"   6.0"
"Cripple Creek-Victor RE-1","Cresson Elementary School",Mathematics,"All Grades","",27.0,"*",20.3,"*"
"Cripple Creek-Victor RE-1","Cresson Elementary School",Mathematics,03,100.0,20.0,"*","*","*"
"Cripple Creek-Victor RE-1","Cresson Elementary School",Mathematics,04,100.0,50.0,"*",20.6,"*"
"Cripple Creek-Victor RE-1","Cresson Elementary School",Mathematics,05,100.0,18.2,"*",17.4,"*"
"Woodland Park Re-2","Summit Elementary School","English Language Arts","All Grades",95.8,17.4,47.0,49.6,"  -2.6"
"Woodland Park Re-2","Summit Elementary School","English Language Arts",03,97.5,"*",41.0,45.5,"  -4.5"
"Woodland Park Re-2","Summit Elementary School","English Language Arts",04,95.1,23.1,41.0,47.9,"  -6.9"
"Woodland Park Re-2","Summit Elementary School","English Language Arts",05,94.9,"*",59.5,58.8,"   0.7"
"Woodland Park Re-2","Summit Elementary School",Mathematics,"All Grades",95.0,14.9,26.3,26.3,"   0.0"
"Woodland Park Re-2","Summit Elementary School",Mathematics,03,97.5,10.3,23.1,34.5," -11.4"
"Woodland Park Re-2","Summit Elementary School",Mathematics,04,95.1,25.6,30.8,18.8,"  12.0"
"Woodland Park Re-2","Summit Elementary School",Mathematics,05,92.3,8.3,25.0,23.5,"   1.5"
"Woodland Park Re-2","Gateway Elementary School","English Language Arts","All Grades",96.1,14.1,40.4,40.3,"   0.1"
"Woodland Park Re-2","Gateway Elementary School","English Language Arts",03,91.2,"*",22.6,34.0," -11.4"
"Woodland Park Re-2","Gateway Elementary School","English Language Arts",04,100.0,"*",46.7,31.4,"  15.3"
"Woodland Park Re-2","Gateway Elementary School","English Language Arts",05,97.4,7.9,50.0,51.8,"  -1.8"
"Woodland Park Re-2","Gateway Elementary School",Mathematics,"All Grades",96.1,12.1,28.3,23.8,"   4.5"
"Woodland Park Re-2","Gateway Elementary School",Mathematics,03,91.2,12.9,22.6,18.9,"   3.7"
"Woodland Park Re-2","Gateway Elementary School",Mathematics,04,100.0,13.3,30.0,11.8,"  18.2"
"Woodland Park Re-2","Gateway Elementary School",Mathematics,05,97.4,10.5,31.6,35.7,"  -4.1"
"Woodland Park Re-2","Woodland Park Middle School","English Language Arts","All Grades",93.3,6.9,47.4,49.1,"  -1.7"
"Woodland Park Re-2","Woodland Park Middle School","English Language Arts",06,98.5,8.1,39.3,48.5,"  -9.2"
"Woodland Park Re-2","Woodland Park Middle School","English Language Arts",07,90.9,4.5,40.9,53.6," -12.7"
"Woodland Park Re-2","Woodland Park Middle School","English Language Arts",08,90.1,7.6,62.7,45.0,"  17.7"
"Woodland Park Re-2","Woodland Park Middle School",Mathematics,"All Grades",88.2,13.1,28.5,32.5,"  -4.0"
"Woodland Park Re-2","Woodland Park Middle School",Mathematics,06,90.5,21.8,19.4,26.6,"  -7.2"
"Woodland Park Re-2","Woodland Park Middle School",Mathematics,07,88.4,5.6,18.7,35.7," -17.0"
"Woodland Park Re-2","Woodland Park Middle School",Mathematics,08,85.6,10.6,47.8,36.2,"  11.6"
"Woodland Park Re-2","Columbine Elementary School","English Language Arts","All Grades",98.4,12.0,41.6,49.2,"  -7.6"
"Woodland Park Re-2","Columbine Elementary School","English Language Arts",03,97.2,31.4,25.7,42.9," -17.2"
"Woodland Park Re-2","Columbine Elementary School","English Language Arts",04,100.0,"*",52.8,40.7,"  12.1"
"Woodland Park Re-2","Columbine Elementary School","English Language Arts",05,98.2,"*",44.4,60.9," -16.5"
"Woodland Park Re-2","Columbine Elementary School",Mathematics,"All Grades",98.4,16.8,31.2,38.2,"  -7.0"
"Woodland Park Re-2","Columbine Elementary School",Mathematics,03,97.2,25.7,25.7,39.3," -13.6"
"Woodland Park Re-2","Columbine Elementary School",Mathematics,04,100.0,8.3,33.3,34.0,"  -0.7"
"Woodland Park Re-2","Columbine Elementary School",Mathematics,05,98.2,16.7,33.3,40.6,"  -7.3"
"Akron R-1","Akron Elementary School","English Language Arts","All Grades",81.9,17.1,31.0,27.9,"   3.1"
"Akron R-1","Akron Elementary School","English Language Arts",03,85.2,"*",43.5,31.0,"  12.5"
"Akron R-1","Akron Elementary School","English Language Arts",04,82.9,17.2,51.7,44.4,"   7.3"
"Akron R-1","Akron Elementary School","English Language Arts",05,90.7,12.8,33.3,23.8,"   9.5"
"Akron R-1","Akron Elementary School","English Language Arts",06,77.4,33.3,"*",16.7,"*"
"Akron R-1","Akron Elementary School","English Language Arts",07,90.9,20.0,10.0,21.1," -11.1"
"Akron R-1","Akron Elementary School","English Language Arts",08,54.2,"*","*",25.0,"*"
"Akron R-1","Akron Elementary School",Mathematics,"All Grades",81.9,22.8,25.3,23.7,"   1.6"
"Akron R-1","Akron Elementary School",Mathematics,03,85.2,"*",34.8,41.4,"  -6.6"
"Akron R-1","Akron Elementary School",Mathematics,04,82.9,24.1,41.4,22.2,"  19.2"
"Akron R-1","Akron Elementary School",Mathematics,05,90.7,17.9,20.5,25.0,"  -4.5"
"Akron R-1","Akron Elementary School",Mathematics,06,77.4,54.2,"*",25.0,"*"
"Akron R-1","Akron Elementary School",Mathematics,07,90.9,16.7,10.0,"*","*"
"Akron R-1","Akron Elementary School",Mathematics,08,54.2,"*","*","*","*"
"Arickaree R-2","Arickaree Elementary School","English Language Arts","All Grades",90.9,"*","*",45.8,"*"
"Arickaree R-2","Arickaree Elementary School","English Language Arts",03,80.0,"*","*","*","*"
"Arickaree R-2","Arickaree Elementary School","English Language Arts",04,100.0,"*","*","*","*"
"Arickaree R-2","Arickaree Elementary School","English Language Arts",05,100.0,"*","*","*","*"
"Arickaree R-2","Arickaree Elementary School",Mathematics,"All Grades",90.9,"*","*",29.2,"*"
"Arickaree R-2","Arickaree Elementary School",Mathematics,03,80.0,"*","*","*","*"
"Arickaree R-2","Arickaree Elementary School",Mathematics,04,100.0,"*","*","*","*"
